STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       2812;20220329;   10;   8.5;   2.3;    3;   4.0;   6;    2.800;   0;   7.9;   6.7;  991.38;   13.2;   47.46;   19.8;    6.4;    3.7;eor
       2812;20220330;   10;   8.3;   2.6;    3;   4.0;   6;    0.433;   0;   7.8;  10.3;  983.43;   10.0;   84.46;   14.4;    7.8;    7.3;eor
       2812;20220331;   10;   7.6;   2.2;    3;   8.8;   6;    0.000;   0;   7.8;   9.5;  978.37;    7.3;   92.63;    8.6;    5.3;    5.0;eor
       2812;20220401;   10;   9.4;   4.7;    3;   3.8;   8;    0.000;   0;   7.7;   6.7;  983.26;    3.0;   87.96;    5.3;    0.3;    0.0;eor
       2812;20220402;   10;  14.1;   6.5;    3;   0.6;   8;    0.000;   0;   7.2;   5.9;  993.03;    0.8;   90.29;    2.3;    0.1;    0.0;eor
       2812;20220403;   10;   7.9;   2.8;    3;   0.0;   8;    1.233;   0;   6.3;   5.4; 1002.05;    1.7;   79.42;    4.7;   -2.2;   -4.3;eor
       2812;20220404;   10;  13.5;   4.3;    3;   0.0;   6;    8.617;   0;   4.5;   4.9;  999.69;    4.3;   61.79;   11.0;   -3.8;   -6.3;eor
       2812;20220405;   10;  11.3;   4.6;    3;   1.0;   6;    0.000;   0;   7.9;   7.6;  994.40;    8.9;   65.50;   11.9;    6.1;    4.8;eor
       2812;20220406;   10;   8.8;   3.8;    3;   0.1;   6;    0.667;   0;   7.9;  10.1;  989.01;   11.9;   72.83;   16.0;    9.7;    8.9;eor
       2812;20220407;   10;  23.8;   8.9;    3;   2.8;   6;    0.033;   0;   7.8;   9.9;  981.17;   11.9;   70.50;   15.1;   10.0;    8.8;eor
       2812;20220408;   10;  18.5;   5.3;    3;  19.4;   8;    0.233;   0;   7.8;   9.2;  981.17;    9.7;   76.71;   14.6;    1.5;    1.7;eor
       2812;20220409;   10;   9.6;   2.6;    3;   0.2;   6;    5.017;   0;   7.2;   6.6;  995.48;    5.8;   73.25;   10.4;    1.8;    1.9;eor
       2812;20220410;   10;   5.9;   2.0;    3;   0.0;   6;    8.100;   0;   5.9;   6.2; 1002.55;    7.1;   64.13;   12.5;    0.8;   -1.1;eor
       2812;20220411;   10;   6.9;   2.0;    3;   0.0;   0;   11.233;   0;   7.4;   7.3;  997.43;   10.7;   57.63;   18.0;    1.8;   -1.6;eor
       2812;20220412;   10;   3.4;   1.0;    3;   0.0;   0;    8.367;   0;   8.0;  10.1;  993.77;   13.5;   66.04;   22.3;    3.6;    1.1;eor
       2812;20220413;   10;   7.5;   2.2;    3;   0.0;   0;   10.083;   0;   6.2;  11.3;  996.40;   17.1;   60.58;   23.7;    9.5;    6.8;eor
       2812;20220414;   10;   8.7;   2.5;    3;   0.0;   6;    8.700;   0;   6.5;  12.5; 1001.13;   15.4;   72.08;   21.1;    9.5;    6.7;eor
       2812;20220415;   10;   8.2;   3.1;    3;   0.0;   0;   11.133;   0;   7.2;  11.2; 1005.04;   14.5;   70.08;   20.6;    8.4;    5.2;eor
       2812;20220416;   10;  11.3;   3.6;    3;   0.0;   0;   12.400;   0;   2.4;   7.9; 1008.33;   11.3;   61.08;   16.7;    4.9;    1.4;eor
       2812;20220417;   10;  12.3;   3.6;    3;   0.0;   0;   12.983;   0;   1.4;   5.4; 1005.14;   11.4;   42.50;   18.7;    2.9;   -1.0;eor
       2812;20220418;   10;   8.3;   2.7;    3;   0.0;   0;   12.917;   0;   0.0;   6.6;  998.10;   11.0;   52.21;   18.5;    1.7;   -1.8;eor
       2812;20220419;   10;   8.6;   2.2;    3;   0.0;   0;   11.417;   0;   5.3;   7.3;  993.53;   11.4;   57.04;   19.3;    2.2;   -1.0;eor
       2812;20220420;   10;  11.1;   3.9;    3;   0.0;   0;   13.033;   0;   4.4;   6.6;  992.80;   11.4;   50.67;   17.7;    5.0;    1.2;eor
       2812;20220421;   10;  11.7;   4.1;    3;   0.0;   0;   13.100;   0;   0.9;   7.6;  988.99;   10.6;   60.00;   18.5;    1.9;   -2.2;eor
       2812;20220422;   10;   8.8;   3.1;    3;   0.0;   0;   11.717;   0;   3.5;   9.1;  983.05;   12.4;   63.96;   19.2;    3.7;    0.5;eor
       2812;20220423;   10;   6.5;   2.6;    3;   5.6;   6;    1.100;   0;   7.8;   9.9;  981.77;   11.7;   72.42;   17.2;    5.5;    3.0;eor
       2812;20220424;   10;  11.4;   3.1;    3;   9.7;   6;    0.000;   0;   7.7;  10.9;  983.72;    9.9;   89.13;   11.0;    8.3;    7.6;eor
       2812;20220425;   10;   9.6;   2.1;    3;   8.1;   6;    2.400;   0;   7.7;  11.1;  991.60;   10.8;   86.13;   16.1;    6.4;    5.7;eor
       2812;20220426;   10;   9.7;   2.4;    3;   0.6;   6;    3.550;   0;   6.8;  10.3;  997.48;   10.4;   82.08;   14.5;    7.1;    4.3;eor
       2812;20220427;   10;  10.2;   3.0;    3;   0.0;   0;    5.733;   0;   4.7;   9.8; 1003.72;   11.1;   75.96;   16.7;    6.1;    3.1;eor
       2812;20220428;   10;   9.1;   2.5;    3;   0.0;   0;   13.433;   0;   0.8;   9.0; 1006.80;   12.9;   64.17;   21.2;    3.3;    0.3;eor
       2812;20220429;   10;   7.5;   2.3;    3;   0.0;   6;    5.717;   0;   8.0;   9.6; 1005.73;   13.3;   64.75;   19.4;    5.5;    3.0;eor
       2812;20220430;   10;   9.7;   3.6;    3;   0.0;   0;    6.383;   0;   4.9;  10.7; 1003.95;   11.7;   77.92;   15.7;    5.8;    2.7;eor
       2812;20220501;   10;   6.9;   1.9;    3;   0.0;   0;    8.833;   0;   3.1;   9.4; 1002.05;   10.3;   76.83;   16.7;    3.3;    0.7;eor
       2812;20220502;   10;   8.2;   2.1;    3;   0.0;   0;   12.167;   0;   2.6;  10.4;  997.38;   12.5;   73.79;   19.9;    4.1;    2.0;eor
       2812;20220503;   10;  10.3;   1.9;    3;   0.0;   0;   10.117;   0;   2.6;  10.7;  996.33;   13.8;   70.42;   21.7;    5.8;    3.2;eor
       2812;20220504;   10;   8.6;   1.8;    3;   1.0;   6;    4.767;   0;   7.0;  11.4;  998.19;   14.1;   72.25;   21.3;    7.5;    5.1;eor
       2812;20220505;   10;   7.1;   2.1;    3;   3.4;   6;    0.000;   0;   8.0;  12.4; 1002.49;   12.3;   86.83;   14.2;    9.7;    8.0;eor
       2812;20220506;   10;   7.8;   2.4;    3;   0.0;   6;    4.217;   0;   6.6;  11.9; 1004.40;   13.7;   78.08;   19.7;    7.0;    5.0;eor
       2812;20220507;   10;  10.3;   2.7;    3;   0.0;   0;   13.050;   0;   3.1;  10.3; 1003.03;   14.4;   66.25;   22.0;    5.5;    2.8;eor
       2812;20220508;   10;  11.5;   2.8;    3;   0.0;   0;    8.650;   0;   3.4;  11.0; 1003.34;   15.2;   65.75;   23.4;    6.5;    3.8;eor
       2812;20220509;   10;  11.1;   2.4;    3;   0.0;   6;   13.983;   0;   0.9;  12.8; 1004.39;   17.2;   67.21;   24.6;    8.0;    5.2;eor
       2812;20220510;   10;   7.6;   2.3;    3;   0.0;   0;    9.967;   0;   7.3;  13.3; 1001.43;   19.8;   60.21;   26.8;   11.2;    8.7;eor
       2812;20220511;   10;  13.3;   4.3;    3;   0.0;   0;   13.967;   0;   3.0;  12.2;  996.90;   23.0;   46.54;   29.7;   13.4;   11.2;eor
       2812;20220512;   10;  10.5;   2.6;    3;   5.3;   6;    6.583;   0;   7.3;  15.0; 1000.27;   20.8;   62.21;   26.1;   17.6;   14.7;eor
       2812;20220513;   10;   5.5;   1.7;    3;   0.0;   6;    6.400;   0;   5.9;  14.4; 1002.41;   18.0;   70.83;   23.3;   11.2;    7.9;eor
       2812;20220514;   10;   6.1;   1.6;    3;   0.0;   0;   13.833;   0;   4.0;  10.5; 1002.16;   16.9;   59.42;   24.4;    8.1;    5.1;eor
       2812;20220515;   10;   5.5;   1.9;    3;   0.0;   0;   13.917;   0;   6.3;  13.2;  998.07;   19.5;   60.08;   28.3;    8.9;    6.2;eor
       2812;20220516;   10;   9.4;   2.4;    3;   0.5;   6;    7.333;   0;   5.5;  15.2; 1000.21;   19.3;   69.04;   24.2;   13.1;    9.8;eor
       2812;20220517;   10;   5.8;   1.8;    3;   0.0;   0;   13.667;   0;   5.4;  14.6; 1001.95;   19.8;   66.58;   26.8;   11.3;    8.2;eor
       2812;20220518;   10;  11.3;   2.6;    3;   0.0;   0;   14.050;   0;   3.8;  14.6; 1001.75;   23.0;   54.04;   29.5;   14.1;   11.2;eor
       2812;20220519;   10;  12.2;   3.4;    3;   0.0;   4;   11.650;   0;   7.0;  15.4; 1001.36;   25.0;   49.83;   31.9;   16.0;   13.3;eor
       2812;20220520;   10;  16.5;   3.7;    3;   0.5;   6;    9.717;   0;   7.1;  15.8; 1000.51;   24.7;   54.92;   33.3;   16.5;   13.9;eor
       2812;20220521;   10;   8.5;   2.4;    3;   0.0;   0;   12.433;   0;   4.1;  11.6; 1003.56;   18.1;   57.21;   23.3;   11.8;    7.7;eor
       2812;20220522;   10;   6.7;   1.7;    3;   0.0;   6;    8.400;   0;   7.1;  12.0;  995.48;   17.8;   61.83;   25.2;    9.1;    6.2;eor
       2812;20220523;   10;  15.4;   3.4;    3;   3.3;   6;    2.683;   0;   7.3;  15.7;  986.73;   19.3;   70.71;   26.1;   13.6;   11.6;eor
       2812;20220524;   10;  15.6;   3.3;    3;   0.8;   6;    5.317;   0;   6.5;  12.2;  991.18;   17.1;   64.25;   21.8;   10.5;    7.6;eor
       2812;20220525;   10;   6.9;   1.7;    3;   0.0;   0;   11.750;   0;   5.0;  10.5;  999.17;   17.3;   57.08;   23.1;    9.8;    7.5;eor
       2812;20220526;   10;   6.6;   2.2;    3;   0.0;   0;    5.267;   0;   4.3;  11.7; 1005.30;   16.9;   61.58;   21.8;   11.6;   10.0;eor
       2812;20220527;   10;  10.4;   3.4;    3;   0.0;   6;    6.367;   0;   5.3;  12.3; 1004.44;   16.2;   67.92;   21.7;   10.0;    8.1;eor
       2812;20220528;   10;   9.0;   3.3;    3;   0.0;   0;   12.650;   0;   4.4;   9.0; 1000.85;   14.5;   56.67;   20.1;    7.7;    4.1;eor
       2812;20220529;   10;  10.4;   3.5;    3;   0.1;   6;    9.550;   0;   5.8;   8.3;  994.18;   12.0;   60.96;   17.6;    6.9;    3.8;eor
       2812;20220530;   10;  12.2;   2.2;    3;   0.0;   0;   14.833;   0;   1.3;   7.6;  992.89;   13.1;   54.54;   20.6;    4.0;   -0.3;eor
       2812;20220531;   10;   8.4;   1.8;    3;   0.0;   6;    8.700;   0;   6.0;   9.5;  993.97;   16.0;   55.33;   24.6;    6.7;    3.6;eor
       2812;20220601;    3;   9.7;   2.9;    3;   0.0;   0;    9.750;   0;   5.8;  11.1;  996.84;   18.1;   56.08;   25.2;   10.0;    7.1;eor
       2812;20220602;    3;   7.7;   2.7;    3;   0.0;   6;    9.833;   0;   7.8;  12.0;  999.50;   18.6;   56.38;   24.1;   11.5;    9.8;eor
       2812;20220603;    3;   7.0;   1.7;    3;   1.7;   6;    5.567;   0;   7.3;  15.8;  997.33;   18.9;   72.04;   25.4;   11.6;    9.6;eor
       2812;20220604;    3;   7.3;   2.4;    3;   3.1;   6;    8.050;   0;   6.0;  17.9;  998.35;   21.1;   73.75;   27.6;   15.2;   13.1;eor
       2812;20220605;    3;  19.5;   3.5;    3;   2.6;   6;    5.400;   0;   6.4;  18.1;  997.08;   20.4;   76.33;   26.3;   15.9;   13.0;eor
       2812;20220606;    3;  12.3;   2.8;    3;   1.1;   6;    4.067;   0;   7.1;  14.8;  999.09;   19.8;   65.42;   25.1;   15.2;   13.1;eor
       2812;20220607;    3;   8.9;   2.7;    3;   0.1;   6;    3.050;   0;   6.5;  15.5;  997.60;   17.7;   77.21;   23.3;   12.9;   11.0;eor
       2812;20220608;    3;  10.1;   3.0;    3;   5.4;   6;    5.517;   0;   6.5;  14.3;  992.86;   17.1;   75.46;   23.7;   11.8;    9.7;eor
       2812;20220609;    3;   9.4;   2.5;    3;   0.0;   6;    5.733;   0;   5.5;  12.7;  998.66;   16.6;   68.92;   21.1;   10.4;    7.6;eor
       2812;20220610;    3;   5.7;   1.4;    3;   0.0;   0;   15.100;   0;   0.4;  11.5; 1004.66;   17.9;   60.54;   26.2;    8.2;    5.2;eor
       2812;20220611;    3;   7.0;   1.6;    3;   0.0;   0;   15.050;   0;   0.0;  12.6; 1004.21;   20.7;   56.04;   29.2;   10.4;    7.6;eor
       2812;20220612;    3;   9.2;   2.0;    3;   8.6;   6;   13.567;   0;   2.5;  15.3; 1002.02;   22.6;   59.54;   30.1;   12.6;   10.1;eor
       2812;20220613;    3;   8.2;   2.4;    3;   0.0;   0;   14.233;   0;   2.2;  12.9; 1002.82;   19.5;   59.54;   24.4;   11.2;    8.8;eor
       2812;20220614;    3;   8.5;   2.6;    3;   0.0;   0;   14.083;   0;   2.8;  12.8; 1000.85;   19.3;   60.38;   27.5;    9.7;    6.7;eor
       2812;20220615;    3;   5.7;   1.5;    3;   0.0;   0;   14.917;   0;   0.8;  14.0;  997.77;   22.6;   54.83;   31.0;   11.4;    9.1;eor
       2812;20220616;    3;   9.1;   2.7;    3;   0.0;   0;   13.633;   0;   4.3;  13.6; 1000.27;   24.0;   48.08;   30.8;   16.3;   11.5;eor
       2812;20220617;    3;   7.2;   1.9;    3;   0.0;   0;   13.950;   0;   7.7;  12.6; 1004.47;   22.7;   48.17;   30.4;   13.8;   10.2;eor
       2812;20220618;    3;   4.8;   1.7;    3;   0.0;   0;   13.533;   0;   1.5;  15.5;  998.87;   26.2;   48.08;   35.8;   14.9;   12.1;eor
       2812;20220619;    3;  11.1;   3.3;    3;   1.3;   6;   13.967;   0;   0.0;  15.4;  990.60;   29.2;   40.96;   37.1;   19.9;   18.0;eor
       2812;20220620;    3;  12.2;   4.2;    3;   0.0;   6;   10.417;   0;   4.7;  17.3;  994.21;   23.0;   61.75;   29.2;   14.4;   13.3;eor
       2812;20220621;    3;   7.3;   2.2;    3;   0.4;   6;    8.950;   0;   6.5;  15.2;  993.54;   21.3;   60.67;   29.7;   12.3;   11.4;eor
       2812;20220622;    3;   6.6;   1.8;    3;   3.3;   6;    0.000;   0;   7.8;  20.5;  993.01;   20.8;   83.54;   23.4;   18.3;   16.6;eor
       2812;20220623;    3;  17.9;   2.3;    3;  22.5;   6;   12.800;   0;   3.9;  18.5;  993.11;   23.1;   69.17;   31.2;   15.7;   14.0;eor
       2812;20220624;    3;  12.1;   3.0;    3;  10.9;   6;    5.317;   0;   5.6;  18.0;  992.60;   19.2;   82.00;   24.9;   15.9;   14.0;eor
       2812;20220625;    3;   8.9;   1.7;    3;   3.0;   6;   13.600;   0;   3.0;  16.0;  994.49;   21.8;   63.88;   28.6;   13.5;   12.0;eor
       2812;20220626;    3;  12.8;   3.6;    3;  30.4;   6;    7.833;   0;   6.1;  18.7;  995.79;   20.9;   76.75;   25.8;   16.5;   15.2;eor
       2812;20220627;    3;   8.5;   2.3;    3;   0.5;   6;    0.983;   0;   7.8;  18.6;  999.40;   19.4;   83.13;   23.7;   15.0;   13.3;eor
       2812;20220628;    3;   7.8;   1.9;    3;   0.0;   0;    5.317;   0;   6.2;  17.3; 1000.53;   19.5;   77.58;   25.0;   13.0;   11.6;eor
       2812;20220629;    3;   5.2;   1.5;    3;   0.0;   0;    9.750;   0;   2.5;  17.4;  995.31;   22.3;   66.63;   28.3;   16.0;   14.6;eor
       2812;20220630;    3;   9.4;   1.9;    3;   7.6;   6;    9.750;   0;   3.3;  17.5;  993.70;   22.1;   68.79;   31.2;   15.3;   13.9;eor
       2812;20220701;    3;   8.1;   1.7;    3;   1.5;   6;    5.667;   0;   5.5;  14.6; 1001.75;   17.0;   76.58;   21.8;   12.7;   10.7;eor
       2812;20220702;    3;   9.2;   1.6;    3;   0.0;   0;   15.117;   0;   0.0;  14.7; 1001.92;   20.1;   66.04;   28.3;   10.2;    8.7;eor
       2812;20220703;    3;   6.2;   2.1;    3;   0.0;   0;   12.833;   0;   2.9;  15.4;  999.72;   23.6;   55.96;   31.1;   14.8;   12.9;eor
       2812;20220704;    3;   7.1;   2.3;    3;   0.0;   0;   10.133;   0;   6.8;  15.3; 1000.76;   21.4;   61.29;   26.6;   14.5;   12.2;eor
       2812;20220705;    3;   6.8;   1.6;    3;   0.0;   0;   14.833;   0;   0.2;  13.2; 1002.44;   20.9;   56.75;   27.4;   12.8;   10.2;eor
       2812;20220706;    3;  10.0;   3.2;    3;   0.0;   0;   12.533;   0;   3.4;  12.4; 1005.11;   18.8;   58.83;   24.4;   12.3;    9.5;eor
       2812;20220707;    3;   9.6;   2.9;    3;   0.0;   0;    3.250;   0;   5.7;  13.1; 1005.63;   18.0;   63.88;   23.7;   10.8;    8.6;eor
       2812;20220708;    3;   9.5;   3.0;    3;   0.0;   0;   14.967;   0;   1.0;  11.9; 1010.42;   18.1;   59.04;   23.5;   11.6;    9.1;eor
       2812;20220709;    3;   9.2;   2.0;    3;   0.0;   0;   13.883;   0;   5.9;  13.1; 1007.11;   19.9;   59.83;   26.9;   10.0;    7.4;eor
       2812;20220710;    3;  10.8;   4.9;    3;   0.0;   0;   14.100;   0;   1.8;  13.0; 1005.27;   18.8;   60.71;   23.1;   12.5;    9.0;eor
       2812;20220711;    3;  10.3;   3.0;    3;   0.0;   0;   14.300;   0;   2.5;  13.6; 1003.88;   19.0;   63.71;   26.5;    9.6;    7.0;eor
       2812;20220712;    3;  10.1;   2.7;    3;   0.0;   0;   14.767;   0;   4.1;  14.8; 1004.88;   20.9;   62.79;   28.2;   12.9;    9.7;eor
       2812;20220713;    3;   5.2;   1.4;    3;   0.0;   0;    8.533;   0;   5.3;  13.5; 1002.98;   23.3;   52.38;   33.0;   11.9;    9.0;eor
       2812;20220714;    3;  13.9;   3.8;    3;   0.0;   0;   12.633;   0;   5.6;  13.7;  999.04;   26.1;   43.04;   35.4;   16.3;   13.3;eor
       2812;20220715;    3;   9.7;   2.9;    3;   0.0;   0;   14.650;   0;   0.1;  12.4; 1001.43;   20.7;   52.92;   26.9;   13.7;   10.1;eor
       2812;20220716;    3;   9.9;   2.8;    3;   0.0;   0;   14.800;   0;   1.2;  11.5; 1003.62;   20.1;   52.08;   27.2;   11.0;    7.7;eor
       2812;20220717;    3;   9.4;   3.3;    3;   0.0;   0;   14.733;   0;   1.0;  11.9; 1005.50;   21.3;   50.25;   29.7;   11.8;    8.7;eor
       2812;20220718;    3;   7.6;   2.0;    3;   0.0;   0;   14.417;   0;   4.3;  12.7; 1003.45;   23.6;   47.67;   33.5;   12.3;    9.3;eor
       2812;20220719;    3;   8.7;   1.9;    3;   0.0;   0;   14.650;   0;   0.7;  14.3;  998.37;   26.8;   45.13;   37.4;   14.4;   11.2;eor
       2812;20220720;    3;  16.4;   2.7;    3;  24.0;   6;    8.367;   0;   5.5;  18.1;  998.80;   24.8;   61.04;   33.0;   17.1;   15.4;eor
       2812;20220721;    3;   6.1;   2.1;    3;   0.0;   0;   12.667;   0;   2.0;  18.8; 1002.29;   22.8;   70.42;   29.0;   17.4;   15.8;eor
       2812;20220722;    3;   7.3;   2.3;    3;   1.9;   6;   12.417;   0;   3.0;  19.4;  999.14;   23.4;   69.50;   30.5;   15.4;   13.9;eor
       2812;20220723;    3;   7.7;   1.9;    3;   0.0;   0;    8.883;   0;   6.5;  18.8;  999.54;   23.5;   67.00;   29.7;   17.5;   16.7;eor
       2812;20220724;    3;   5.8;   1.2;    3;   0.0;   0;   14.450;   0;   2.0;  17.4;  999.33;   24.3;   61.08;   31.7;   16.3;   14.5;eor
       2812;20220725;    3;  11.5;   3.3;    3;   0.0;   6;   11.500;   0;   2.6;  17.4;  994.10;   26.2;   53.83;   34.1;   17.6;   15.7;eor
       2812;20220726;    3;   8.3;   2.2;    3;   0.0;   0;    9.733;   0;   5.1;  14.5;  998.25;   22.2;   55.04;   26.7;   17.5;   15.4;eor
       2812;20220727;    3;  10.0;   3.0;    3;   0.0;   0;   10.983;   0;   4.3;  13.9;  997.65;   20.8;   58.25;   27.0;   14.2;   11.5;eor
       2812;20220728;    3;   8.9;   2.6;    3;   0.0;   0;   10.900;   0;   6.6;  14.6;  995.23;   22.1;   55.79;   29.3;   13.2;   11.4;eor
       2812;20220729;    3;   8.6;   2.4;    3;   0.0;   0;    4.883;   0;   6.1;  15.2;  996.87;   22.6;   57.33;   27.5;   15.4;   13.5;eor
       2812;20220730;    3;  10.9;   1.9;    3;   0.0;   0;   11.117;   0;   3.4;  14.1; 1000.19;   22.9;   53.17;   30.2;   13.5;   11.3;eor
       2812;20220731;    3;   9.1;   2.4;    3;   0.0;   0;   12.317;   0;   3.8;  14.2;  999.24;   24.4;   50.25;   32.4;   13.8;   11.9;eor
       2812;20220801;    3;  11.4;   2.0;    3;  19.3;   6;    8.867;   0;   3.0;  16.8;  999.29;   22.0;   66.17;   29.9;   15.6;   13.1;eor
       2812;20220802;    3;   5.2;   1.3;    3;   0.0;   0;   12.717;   0;   5.8;  16.8;  999.40;   22.2;   66.58;   29.9;   14.2;   13.2;eor
       2812;20220803;    3;   5.6;   1.3;    3;   0.0;   0;   14.100;   0;   2.4;  16.9;  996.63;   25.2;   56.88;   34.7;   15.9;   14.0;eor
       2812;20220804;    3;   7.3;   1.7;    3;   0.0;   6;   13.517;   0;   2.0;  17.0;  994.53;   27.9;   49.21;   36.9;   17.5;   15.8;eor
       2812;20220805;    3;  12.3;   4.4;    3;   0.0;   0;    8.817;   0;   7.3;  17.8;  997.95;   25.1;   56.63;   31.8;   19.9;   18.2;eor
       2812;20220806;    3;  10.9;   4.8;    3;   0.0;   0;   10.133;   0;   4.3;  12.7; 1004.03;   21.3;   50.88;   27.5;   13.8;   10.6;eor
       2812;20220807;    3;  11.5;   3.8;    3;   0.0;   0;   13.867;   0;   0.0;  10.8; 1001.72;   20.2;   48.08;   28.8;   10.8;    8.6;eor
       2812;20220808;    3;  12.0;   3.4;    3;   0.0;   0;   13.817;   0;   1.5;  11.5; 1002.22;   21.4;   48.58;   30.8;   10.2;    8.0;eor
       2812;20220809;    3;  12.2;   2.9;    3;   0.0;   0;   13.800;   0;   0.3;  11.8; 1003.43;   22.8;   46.75;   32.2;   11.9;    9.3;eor
       2812;20220810;    3;  10.2;   3.1;    3;   0.0;   0;   13.733;   0;   0.1;  11.2; 1002.41;   23.1;   43.38;   31.6;   12.7;    9.4;eor
       2812;20220811;    3;  10.2;   2.7;    3;   0.0;   0;   13.700;   0;   2.1;  10.9;  999.82;   23.1;   42.67;   32.0;   12.9;    9.3;eor
       2812;20220812;    3;   9.5;   2.7;    3;   0.0;   0;   13.650;   0;   0.5;  10.7;  997.40;   22.6;   43.33;   31.8;   12.8;    9.9;eor
       2812;20220813;    3;  17.4;   2.7;    3;   0.0;   0;   13.600;   0;   0.1;  11.1;  995.58;   23.5;   41.17;   31.9;   12.7;    9.2;eor
