MESS_DATUM,kWh,QN_3,FX,FM,QN_4,RSK,RSKF,SDK,SHK_TAG,NM,VPM,PM,TMK,UPM,TXK,TNK,TGK
2022-07-01,23.3,3,8.1,1.7,3,1.5,6,5.667,0,5.5,14.6,1001.75,17.0,76.58,21.8,12.7,10.7
2022-07-02,33.3,3,9.2,1.6,3,0.0,0,15.117,0,0.0,14.7,1001.92,20.1,66.04,28.3,10.2,8.7
2022-07-03,29.9,3,6.2,2.1,3,0.0,0,12.833,0,2.9,15.4,999.72,23.6,55.96,31.1,14.8,12.9
2022-07-04,26.7,3,7.1,2.3,3,0.0,0,10.133,0,6.8,15.3,1000.76,21.4,61.29,26.6,14.5,12.2
2022-07-05,32.6,3,6.8,1.6,3,0.0,0,14.833,0,0.2,13.2,1002.44,20.9,56.75,27.4,12.8,10.2
2022-07-06,29.2,3,10.0,3.2,3,0.0,0,12.533,0,3.4,12.4,1005.11,18.8,58.83,24.4,12.3,9.5
2022-07-07,13.8,3,9.6,2.9,3,0.0,0,3.25,0,5.7,13.1,1005.63,18.0,63.88,23.7,10.8,8.6
2022-07-08,33.8,3,9.5,3.0,3,0.0,0,14.967,0,1.0,11.9,1010.42,18.1,59.04,23.5,11.6,9.1
2022-07-09,31.8,3,9.2,2.0,3,0.0,0,13.883,0,5.9,13.1,1007.11,19.9,59.83,26.9,10.0,7.4
2022-07-10,33.9,3,10.8,4.9,3,0.0,0,14.1,0,1.8,13.0,1005.27,18.8,60.71,23.1,12.5,9.0
2022-07-11,32.5,3,10.3,3.0,3,0.0,0,14.3,0,2.5,13.6,1003.88,19.0,63.71,26.5,9.6,7.0
2022-07-12,32.1,3,10.1,2.7,3,0.0,0,14.767,0,4.1,14.8,1004.88,20.9,62.79,28.2,12.9,9.7
2022-07-13,24.0,3,5.2,1.4,3,0.0,0,8.533,0,5.3,13.5,1002.98,23.3,52.38,33.0,11.9,9.0
2022-07-14,29.4,3,13.9,3.8,3,0.0,0,12.633,0,5.6,13.7,999.04,26.1,43.04,35.4,16.3,13.3
2022-07-15,32.1,3,9.7,2.9,3,0.0,0,14.65,0,0.1,12.4,1001.43,20.7,52.92,26.9,13.7,10.1
2022-07-16,32.6,3,9.9,2.8,3,0.0,0,14.8,0,1.2,11.5,1003.62,20.1,52.08,27.2,11.0,7.7
2022-07-17,32.0,3,9.4,3.3,3,0.0,0,14.733,0,1.0,11.9,1005.5,21.3,50.25,29.7,11.8,8.7
2022-07-18,31.0,3,7.6,2.0,3,0.0,0,14.417,0,4.3,12.7,1003.45,23.6,47.67,33.5,12.3,9.3
2022-07-19,30.9,3,8.7,1.9,3,0.0,0,14.65,0,0.7,14.3,998.37,26.8,45.13,37.4,14.4,11.2
2022-07-20,17.9,3,16.4,2.7,3,24.0,6,8.367,0,5.5,18.1,998.8,24.8,61.04,33.0,17.1,15.4
2022-07-21,29.7,3,6.1,2.1,3,0.0,0,12.667,0,2.0,18.8,1002.29,22.8,70.42,29.0,17.4,15.8
2022-07-22,28.5,3,7.3,2.3,3,1.9,6,12.417,0,3.0,19.4,999.14,23.4,69.5,30.5,15.4,13.9
2022-07-23,25.4,3,7.7,1.9,3,0.0,0,8.883,0,6.5,18.8,999.54,23.5,67.0,29.7,17.5,16.7
2022-07-24,31.2,3,5.8,1.2,3,0.0,0,14.45,0,2.0,17.4,999.33,24.3,61.08,31.7,16.3,14.5
2022-07-25,23.4,3,11.5,3.3,3,0.0,6,11.5,0,2.6,17.4,994.1,26.2,53.83,34.1,17.6,15.7
2022-07-26,27.5,3,8.3,2.2,3,0.0,0,9.733,0,5.1,14.5,998.25,22.2,55.04,26.7,17.5,15.4
2022-07-27,30.5,3,10.0,3.0,3,0.0,0,10.983,0,4.3,13.9,997.65,20.8,58.25,27.0,14.2,11.5
2022-07-28,27.1,3,8.9,2.6,3,0.0,0,10.9,0,6.6,14.6,995.23,22.1,55.79,29.3,13.2,11.4
2022-07-29,18.6,3,8.6,2.4,3,0.0,0,4.883,0,6.1,15.2,996.87,22.6,57.33,27.5,15.4,13.5
2022-07-30,25.0,3,10.9,1.9,3,0.0,0,11.117,0,3.4,14.1,1000.19,22.9,53.17,30.2,13.5,11.3
2022-07-31,29.2,3,9.1,2.4,3,0.0,0,12.317,0,3.8,14.2,999.24,24.4,50.25,32.4,13.8,11.9
2022-08-01,20.9,3,11.4,2.0,3,19.3,6,8.867,0,3.0,16.8,999.29,22.0,66.17,29.9,15.6,13.1
2022-08-02,31.5,3,5.2,1.3,3,0.0,0,12.717,0,5.8,16.8,999.4,22.2,66.58,29.9,14.2,13.2
2022-08-03,30.6,3,5.6,1.3,3,0.0,0,14.1,0,2.4,16.9,996.63,25.2,56.88,34.7,15.9,14.0
2022-08-04,29.5,3,7.3,1.7,3,0.0,6,13.517,0,2.0,17.0,994.53,27.9,49.21,36.9,17.5,15.8
2022-08-05,23.1,3,12.3,4.4,3,0.0,0,8.817,0,7.3,17.8,997.95,25.1,56.63,31.8,19.9,18.2
2022-08-06,28.1,3,10.9,4.8,3,0.0,0,10.133,0,4.3,12.7,1004.03,21.3,50.88,27.5,13.8,10.6
2022-08-07,32.2,3,11.5,3.8,3,0.0,0,13.867,0,0.0,10.8,1001.72,20.2,48.08,28.8,10.8,8.6
2022-08-08,31.0,3,12.0,3.4,3,0.0,0,13.817,0,1.5,11.5,1002.22,21.4,48.58,30.8,10.2,8.0
2022-08-09,31.0,3,12.2,2.9,3,0.0,0,13.8,0,0.3,11.8,1003.43,22.8,46.75,32.2,11.9,9.3
2022-08-10,30.9,3,10.2,3.1,3,0.0,0,13.733,0,0.1,11.2,1002.41,23.1,43.38,31.6,12.7,9.4
2022-08-11,30.9,3,10.2,2.7,3,0.0,0,13.7,0,2.1,10.9,999.82,23.1,42.67,32.0,12.9,9.3
2022-08-12,30.5,3,9.5,2.7,3,0.0,0,13.65,0,0.5,10.7,997.4,22.6,43.33,31.8,12.8,9.9
2022-08-13,30.9,3,17.4,2.7,3,0.0,0,13.6,0,0.1,11.1,995.58,23.5,41.17,31.9,12.7,9.2
2022-08-14,22.8,3,10.1,2.7,3,0.7,6,8.8,0,7.1,13.5,990.12,23.2,49.33,31.0,11.8,9.5
2022-08-15,22.2,3,16.7,3.4,3,16.9,6,8.95,0,5.5,17.3,989.81,21.1,70.08,27.6,15.5,15.2
2022-08-16,30.0,3,4.7,1.9,3,0.3,6,13.117,0,2.4,16.7,991.34,23.0,62.04,29.8,17.3,15.3
2022-08-17,13.5,3,10.5,2.5,3,7.7,6,2.567,0,7.6,18.6,992.9,21.5,73.63,27.5,17.4,16.2
2022-08-18,9.0,3,4.9,1.7,3,0.3,6,0.133,0,7.9,19.6,994.34,19.8,85.29,23.0,17.2,16.8
2022-08-19,12.9,3,7.9,2.5,3,0.4,6,3.067,0,6.4,19.7,996.18,21.3,78.88,26.4,17.7,16.0
2022-08-20,19.2,3,5.8,1.7,3,14.5,6,5.533,0,4.5,18.0,999.38,19.9,78.58,25.8,13.5,12.0
2022-08-21,29.7,3,6.4,1.1,3,0.0,0,12.417,0,3.9,13.5,997.81,19.7,63.75,28.1,11.3,9.8
2022-08-22,30.0,3,4.9,1.3,3,0.0,0,12.283,0,3.1,14.0,995.67,21.3,59.54,29.8,12.9,11.5
2022-08-23,29.1,3,5.2,1.4,3,0.0,0,12.917,0,2.1,15.0,997.66,22.6,57.96,30.2,14.1,11.7
2022-08-24,27.2,3,7.7,2.1,3,0.0,0,12.917,0,7.6,14.1,998.47,23.7,52.67,32.0,14.4,12.0
2022-08-25,29.4,3,5.8,1.5,3,0.0,0,12.95,0,0.0,16.5,995.98,23.6,60.13,31.5,15.1,13.3
2022-08-26,23.8,3,14.2,2.0,3,0.0,6,11.183,0,6.3,18.2,995.02,22.8,67.29,30.6,15.1,13.4
2022-08-27,19.2,3,9.0,2.2,3,0.2,6,4.05,0,6.9,19.5,996.12,21.0,78.83,24.8,17.1,14.6
2022-08-28,24.5,3,8.7,2.5,3,0.0,0,8.9,0,4.2,17.7,997.9,20.8,74.08,27.3,14.3,12.3
2022-08-29,27.9,3,7.9,2.7,3,0.0,6,12.583,0,3.0,15.6,999.3,21.2,64.08,29.1,13.5,11.7
2022-08-30,20.8,3,17.1,2.4,3,19.3,6,8.667,0,6.2,16.2,998.49,22.3,63.17,30.5,13.6,11.3
2022-08-31,21.4,3,7.8,2.4,3,0.0,6,4.833,0,6.6,18.3,1000.34,19.5,81.71,25.3,15.1,13.3
2022-09-01,24.4,3,7.3,2.3,3,0.0,0,9.7,0,5.6,15.0,998.65,19.1,70.38,25.9,12.7,11.5
2022-09-02,25.3,3,10.8,2.1,3,1.5,6,10.45,0,3.9,13.7,995.15,19.7,62.46,26.7,11.5,8.9
2022-09-03,14.7,3,11.3,1.9,3,5.8,6,2.65,0,5.8,17.3,995.18,18.3,82.63,23.5,14.3,13.0
2022-09-04,29.1,3,5.1,1.3,3,0.0,0,12.383,0,0.8,15.3,1000.42,19.8,70.5,27.6,12.2,10.4
2022-09-05,23.6,3,8.1,1.7,3,0.0,6,9.683,0,4.4,16.2,1000.75,21.0,67.79,29.4,12.8,11.2
2022-09-06,22.0,3,8.3,2.4,3,0.0,0,7.083,0,7.0,17.7,998.1,21.7,69.5,28.3,16.3,14.4
2022-09-07,16.5,3,8.4,2.5,3,9.7,6,6.417,0,5.0,18.2,995.42,20.7,76.0,28.1,15.9,14.7
2022-09-08,19.9,3,11.1,3.0,3,0.0,6,5.65,0,6.0,15.6,993.88,19.1,72.38,24.4,14.6,14.2
2022-09-09,16.4,3,11.9,3.5,3,6.5,6,3.75,0,6.5,14.1,995.58,18.3,67.54,23.0,14.9,13.5
2022-09-10,8.1,3,8.7,3.4,3,6.3,6,0.633,0,7.9,15.4,998.41,16.1,84.0,19.4,14.6,13.8
2022-09-11,25.8,3,5.4,1.8,3,0.0,0,6.767,0,4.0,14.6,1000.53,17.3,75.75,22.6,11.0,9.1
2022-09-12,27.4,3,5.0,1.2,3,0.0,0,11.083,0,5.3,13.5,996.67,17.2,72.33,25.9,9.7,7.6
2022-09-13,21.6,3,5.8,1.6,3,9.5,6,8.833,0,7.4,15.8,991.9,20.1,68.88,28.7,10.9,9.3
2022-09-14,9.5,3,14.1,2.7,3,13.0,6,2.35,0,7.8,20.4,988.45,20.5,85.0,26.5,17.9,17.6
2022-09-15,12.3,3,9.7,3.3,3,13.9,6,2.45,0,7.0,16.7,990.73,17.4,84.0,20.0,12.9,12.0
2022-09-16,10.6,3,11.9,2.2,3,4.0,6,0.85,0,7.5,12.8,994.04,13.9,81.0,17.5,11.4,10.3
2022-09-17,13.7,3,11.8,3.2,3,0.2,6,2.467,0,7.8,10.3,998.63,12.2,72.75,16.4,10.0,7.8
2022-09-18,13.1,3,11.8,3.8,3,0.0,6,1.633,0,7.9,9.8,1000.16,13.2,65.58,17.2,10.0,8.8
2022-09-19,17.0,3,8.5,1.4,3,0.0,0,4.217,0,4.2,9.6,1002.75,11.8,70.96,17.2,5.9,3.6
2022-09-20,14.1,3,5.6,1.4,3,0.0,6,5.117,0,6.1,9.9,1004.94,10.8,77.38,16.7,4.4,2.1
2022-09-21,24.9,3,9.8,2.2,3,0.0,0,10.033,0,0.8,9.2,1005.45,11.0,73.75,19.0,3.2,1.8
2022-09-22,28.2,3,6.8,1.8,3,0.0,0,11.3,0,1.5,9.2,1002.69,11.0,72.0,19.4,2.6,-0.2
2022-09-23,19.0,3,4.9,1.5,3,0.0,6,5.617,0,8.0,10.8,998.36,12.7,74.71,21.2,4.8,2.8
2022-09-24,11.7,3,7.7,2.5,3,2.0,6,1.617,0,7.5,13.9,994.52,14.3,85.54,20.2,10.4,8.8
2022-09-25,8.8,3,7.2,1.5,3,2.7,6,0.85,0,7.6,13.6,994.51,13.2,89.67,16.4,11.2,10.1
2022-09-26,9.8,3,11.9,4.0,3,6.2,6,2.567,0,7.6,11.9,989.0,12.9,80.63,15.5,10.6,8.7
2022-09-27,8.2,3,12.4,4.4,3,15.9,6,1.167,0,7.8,10.7,984.54,10.7,83.29,13.1,9.4,8.7
2022-09-28,6.1,3,11.5,3.0,3,0.0,6,0.0,0,7.9,11.2,981.64,11.2,84.75,13.4,8.8,6.4
2022-09-29,9.8,3,4.2,1.4,3,0.0,6,0.933,0,7.9,10.7,984.93,10.9,82.46,14.8,7.2,5.5
2022-09-30,20.9,3,4.8,1.4,3,2.0,6,5.55,0,4.3,10.8,993.13,11.0,83.25,16.8,7.1,5.7
2022-10-01,2.4,3,15.6,5.5,3,0.3,6,0.05,0,7.9,12.0,996.43,12.5,81.71,14.7,8.5,7.3
2022-10-02,5.1,3,11.9,3.6,3,32.2,6,0.45,0,7.9,15.6,1002.57,15.7,87.63,19.8,12.6,12.5
2022-10-03,19.7,3,6.6,2.5,3,0.0,0,5.05,0,6.7,12.4,1007.62,12.0,88.13,16.8,6.9,4.3
2022-10-04,24.3,3,3.8,1.0,3,0.0,0,6.9,0,4.8,11.4,1004.2,10.9,88.04,19.4,5.2,3.9
2022-10-05,26.0,3,11.3,2.9,3,0.0,6,10.417,0,2.5,12.5,1003.27,15.9,72.58,25.3,6.2,4.5
2022-10-06,15.5,3,6.2,2.3,3,0.0,6,3.983,0,6.8,13.3,1010.87,15.1,77.58,18.4,11.9,9.3
2022-10-07,22.6,3,5.1,1.4,3,0.0,0,9.533,0,7.9,13.3,1005.19,15.5,76.75,21.4,10.8,9.4
2022-10-08,20.0,3,7.5,2.1,3,0.0,0,7.35,0,5.2,12.3,1003.85,13.7,79.88,18.8,6.5,4.5
2022-10-09,23.4,3,6.4,2.2,3,0.0,6,7.25,0,2.8,11.0,1002.16,11.6,82.25,19.5,5.5,3.1
2022-10-10,20.3,3,8.1,2.4,3,0.2,6,8.033,0,5.6,13.9,999.85,16.4,75.46,23.4,10.0,8.3
2022-10-11,8.3,3,6.8,2.8,3,0.0,0,0.4,0,7.9,13.6,1004.79,13.8,85.75,16.2,10.6,9.5
2022-10-12,17.6,3,3.7,1.0,3,0.0,0,4.767,0,4.6,12.7,1004.48,12.8,86.67,19.0,8.3,6.1
2022-10-13,7.3,3,5.8,1.9,3,0.0,6,0.25,0,7.6,13.4,1001.81,13.3,87.67,18.1,7.0,5.7
2022-10-14,5.1,3,10.8,3.7,3,7.2,6,0.0,0,7.7,15.2,996.36,15.4,86.67,18.1,12.9,12.2
2022-10-15,6.4,3,12.2,4.8,3,0.2,6,0.167,0,7.8,16.1,993.9,17.4,81.42,19.8,14.4,13.0
2022-10-16,13.9,3,4.7,1.6,3,0.0,6,4.4,0,7.4,15.8,998.91,17.6,79.88,24.5,13.0,11.1
2022-10-17,21.1,3,5.3,1.6,3,0.0,0,9.467,0,5.3,14.5,1005.28,17.2,76.21,25.9,10.1,7.9
2022-10-18,18.6,1,6.9,2.0,1,0.0,4,5.75,0,4.6,15.7,1007.77,17.6,78.92,23.4,12.9,10.7
2022-10-19,11.0,1,6.4,2.2,1,0.2,4,2.2,0,7.9,15.4,1004.24,14.3,94.29,19.3,10.9,9.3
2022-10-20,3.9,1,8.9,1.2,1,7.6,6,0.017,0,7.9,15.0,997.62,13.5,96.21,16.3,10.3,9.9
2022-10-21,1.8,1,12.3,3.7,1,28.5,6,0.0,0,7.9,15.9,994.48,15.4,91.17,17.1,13.4,12.7
2022-10-22,21.8,1,8.5,2.5,1,0.0,0,8.7,0,5.6,14.7,998.09,16.2,80.58,22.0,12.2,11.3
2022-10-23,10.9,1,11.6,2.2,1,5.2,6,3.9,0,7.9,14.3,994.84,16.6,76.83,22.3,10.0,8.6
2022-10-24,8.2,1,16.5,4.1,1,9.9,6,1.933,0,6.6,14.3,996.01,17.2,73.79,21.2,10.4,9.1
2022-10-25,19.7,1,5.7,1.9,1,0.2,6,8.3,0,4.4,12.8,999.83,14.6,78.17,21.2,8.6,7.4
2022-10-26,13.7,1,6.8,1.8,1,0.0,6,3.667,0,6.7,14.5,1001.42,15.8,81.63,23.1,10.2,7.7
2022-10-27,19.0,1,3.6,1.4,1,0.0,0,8.55,0,4.0,14.1,1005.49,14.9,83.54,23.2,7.9,6.7
2022-10-28,13.1,1,5.9,1.9,1,0.0,6,4.067,0,7.7,14.8,1004.41,17.6,74.29,25.9,12.8,10.6
2022-10-29,13.8,1,3.8,1.2,1,0.0,0,6.683,0,6.8,14.5,1003.37,15.8,81.38,22.7,9.8,7.6
2022-10-30,13.7,1,4.7,1.7,1,0.0,0,6.933,0,8.0,13.5,1001.74,14.6,81.92,22.6,9.3,7.3
2022-10-31,7.6,1,5.9,1.1,1,2.8,6,1.017,0,8.0,12.9,1000.33,12.1,91.42,17.5,7.9,6.4
2022-11-01,8.3,1,10.9,2.8,1,0.1,6,2.333,0,6.5,13.3,1001.74,13.8,83.67,18.7,6.5,4.0
2022-11-02,16.6,1,5.8,1.8,1,0.0,0,5.067,0,7.0,11.0,1005.27,11.5,81.75,17.2,6.2,3.6
2022-11-03,4.8,1,6.8,2.0,1,8.9,6,0.583,0,7.8,11.0,993.9,9.9,89.42,12.6,5.4,2.9
2022-11-04,9.2,1,7.5,2.9,1,7.5,6,2.5,0,7.8,10.4,990.8,10.8,80.46,13.5,8.9,7.8
2022-11-05,7.3,1,7.8,1.7,1,0.0,0,1.433,0,7.5,9.6,1001.17,8.5,87.0,12.3,3.5,1.6
2022-11-06,9.6,1,10.3,2.7,1,0.1,6,3.983,0,6.3,8.3,998.09,7.6,79.96,12.0,1.9,0.4
2022-11-07,5.6,1,9.0,3.4,1,0.0,0,0.967,0,6.5,10.7,998.69,12.1,76.08,16.8,5.2,3.1
2022-11-08,9.5,1,8.1,2.2,1,5.1,6,2.5,0,8.0,9.8,995.05,11.0,76.67,18.4,4.5,2.0
2022-11-09,1.9,1,9.9,3.1,1,14.9,6,0.0,0,7.8,13.5,996.99,13.0,90.13,15.4,10.4,8.6
2022-11-10,18.7,1,5.9,1.6,1,0.0,4,8.133,0,4.5,11.0,1008.94,10.0,89.88,15.0,4.9,2.4
2022-11-11,10.6,1,4.4,1.4,1,0.1,4,3.9,0,7.7,9.5,1014.29,6.9,95.5,11.0,2.6,1.9
2022-11-12,1.5,1,3.4,1.2,1,0.1,6,0.0,0,8.0,9.3,1013.04,6.1,97.96,7.3,5.4,5.8
2022-11-13,1.0,1,5.4,1.9,1,0.1,6,0.0,0,8.0,8.6,1003.65,5.8,93.38,6.9,5.0,5.3
2022-11-14,2.0,1,8.8,2.3,1,0.1,6,0.0,0,7.9,9.4,996.07,9.0,82.04,14.2,3.9,2.7
2022-11-15,3.0,1,6.5,2.0,1,6.6,6,0.0,0,7.8,11.6,990.82,11.7,84.08,14.1,9.3,7.3
2022-11-16,14.1,1,9.7,3.3,1,0.0,6,6.033,0,7.1,10.9,984.55,11.4,81.13,15.0,8.4,4.9
2022-11-17,4.6,1,12.9,4.3,1,19.9,6,1.25,0,7.5,10.4,978.7,12.0,75.25,15.1,8.9,6.7
2022-11-18,5.8,1,8.0,3.3,1,1.9,6,1.483,0,7.6,10.2,986.31,9.3,86.67,11.9,7.7,7.0
2022-11-19,7.8,1,7.1,2.9,1,0.3,6,2.367,0,7.7,9.3,992.45,8.2,85.29,11.1,6.6,6.0
2022-11-20,4.0,1,13.0,4.4,1,6.5,6,0.633,0,7.6,8.3,994.09,7.5,81.0,10.1,6.0,5.1
2022-11-21,9.4,1,10.8,3.4,1,1.6,6,3.433,0,-999.0,8.7,985.84,7.8,82.46,10.6,6.3,4.7
2022-11-22,4.6,1,12.4,4.4,1,0.7,6,0.433,0,-999.0,8.5,982.17,7.9,79.96,9.1,6.3,5.5
2022-11-23,14.4,1,8.4,2.6,1,2.4,6,6.0,0,-999.0,8.2,985.87,7.8,77.83,11.9,2.5,-0.3
2022-11-24,9.9,1,8.8,3.1,1,4.2,6,3.667,0,-999.0,9.1,996.14,8.3,83.79,12.6,1.6,-0.1
2022-11-25,4.7,1,5.8,2.0,1,1.2,6,1.383,0,-999.0,9.1,1001.34,7.4,87.88,11.8,3.7,2.2
2022-11-26,10.8,1,5.3,1.4,1,0.0,0,5.567,0,-999.0,9.0,1011.88,6.6,92.71,10.3,4.9,3.7
2022-11-27,3.4,1,5.3,1.8,1,0.0,0,0.0,0,-999.0,7.9,1004.61,5.1,90.21,6.9,2.9,2.1
2022-11-28,1.9,1,6.2,1.7,1,3.2,6,0.0,0,-999.0,9.3,995.35,7.1,91.21,10.1,3.6,2.7
2022-11-29,0.7,1,4.6,1.6,1,1.4,6,0.0,0,-999.0,9.8,998.85,7.4,94.92,8.5,5.8,4.7
2022-11-30,1.3,1,8.4,3.1,1,0.0,6,0.0,0,-999.0,9.4,1002.17,7.2,92.54,8.2,5.7,5.5
2022-12-01,0.7,1,7.2,3.6,1,0.0,6,0.0,0,-999.0,6.9,1003.91,4.0,85.21,5.7,3.2,3.0
2022-12-02,0.6,1,5.6,2.8,1,0.1,6,0.0,0,-999.0,7.4,1000.43,3.7,93.0,4.2,2.2,2.4
2022-12-03,1.9,1,5.5,2.8,1,0.0,0,0.0,0,-999.0,6.5,997.4,1.7,94.0,3.2,-1.2,-2.7
2022-12-04,0.8,1,4.2,1.4,1,3.9,6,0.0,0,-999.0,6.5,994.99,1.8,93.71,3.2,-0.3,-0.3
2022-12-05,0.3,1,7.0,2.2,1,0.0,6,0.333,0,-999.0,7.2,1000.03,4.8,83.67,8.0,2.8,2.2
2022-12-06,3.2,1,5.2,1.5,1,0.0,6,0.0,0,-999.0,7.1,1000.43,4.0,88.0,4.7,3.3,2.8
2022-12-07,10.2,1,4.9,1.3,1,0.0,6,1.05,0,-999.0,6.7,998.89,3.4,86.54,6.3,0.1,-2.3
2022-12-08,0.9,1,4.8,1.5,1,0.0,0,1.733,0,-999.0,5.5,992.09,0.6,86.58,4.8,-3.4,-5.7
2022-12-09,7.9,1,1.9,0.6,1,0.0,8,0.0,0,-999.0,5.3,985.74,-1.2,93.92,1.1,-4.9,-6.0
2022-12-10,1.1,1,6.0,1.9,1,0.9,8,0.0,0,-999.0,5.9,990.12,0.5,92.71,1.2,-2.2,-3.7
2022-12-11,2.8,1,5.8,2.0,1,0.0,0,0.083,0,-999.0,4.8,992.84,-1.7,89.79,-0.5,-3.4,-4.0
2022-12-12,2.4,1,4.1,1.2,1,0.0,0,4.967,0,-999.0,4.1,993.56,-3.0,84.63,-0.2,-6.9,-8.3
2022-12-13,12.9,1,4.8,2.0,1,0.1,8,1.333,0,-999.0,4.0,989.17,-4.6,91.17,-2.3,-7.5,-7.1
2022-12-14,4.0,1,4.2,1.7,1,9.0,8,0.0,0,-999.0,5.2,983.5,-1.3,92.79,-0.5,-2.4,-2.3
2022-12-15,0.9,1,7.3,3.5,1,0.4,8,0.0,4,-999.0,5.0,986.8,-1.5,91.88,-0.8,-2.1,-2.3
2022-12-16,1.7,1,6.9,2.4,1,0.0,0,5.417,5,-999.0,4.0,994.05,-3.8,87.13,-1.7,-8.1,-13.8
2022-12-17,14.0,1,3.9,1.3,1,0.0,7,0.0,4,-999.0,3.3,1007.18,-7.2,93.33,-5.7,-10.0,-13.9
2022-12-18,7.9,1,3.5,1.4,1,0.1,8,0.0,4,-999.0,3.4,1010.18,-7.0,91.79,-3.5,-9.2,-9.1
2022-12-19,0.4,1,4.4,1.5,1,0.0,6,1.567,3,-999.0,6.1,1005.75,1.0,92.42,4.4,-3.5,-3.0
2022-12-20,3.2,1,7.2,1.7,1,8.5,6,0.2,1,-999.0,8.1,999.68,6.2,85.96,13.2,1.1,0.6
2022-12-21,2.0,1,13.2,5.0,1,4.0,6,1.583,0,-999.0,11.4,996.35,11.7,82.58,13.9,10.4,9.1
2022-12-22,6.9,1,16.3,6.6,1,6.9,6,0.0,0,7.7,10.8,992.67,11.7,78.25,13.0,10.5,9.2
2022-12-23,3.2,1,16.0,5.0,1,7.0,6,0.0,0,7.7,13.0,991.1,13.2,85.67,15.1,11.8,10.9
2022-12-24,0.6,1,8.4,3.0,1,0.0,6,0.317,0,7.8,10.5,998.5,11.5,77.79,13.2,8.6,7.8
2022-12-25,0.9,1,8.9,3.0,1,0.0,0,3.917,0,7.8,10.7,997.73,11.2,80.83,14.0,8.4,7.0
2022-12-26,1.9,1,10.3,4.2,1,5.8,6,0.0,0,7.7,10.6,1001.51,11.4,78.29,14.1,6.4,4.7
2022-12-27,3.9,1,7.9,1.9,1,0.0,0,2.117,0,5.5,7.1,1010.12,4.5,84.79,8.5,-0.7,-1.7
2022-12-28,0.6,1,12.6,4.9,1,0.0,0,2.2,0,7.9,7.5,1000.8,9.1,65.46,12.8,0.9,-0.9
2022-12-29,0.9,1,14.2,5.5,1,8.3,6,0.717,0,7.8,9.7,994.69,11.5,71.88,13.9,8.2,7.4
